"nomen","nomjour","nomgr","qte_nette"
112900,"lundi","vin",200
112900,"mardi","vin",800
112900,"samedi","vin",1060
112900,"vendredi","biere",500
112900,"mercredi","cocktail",240
112900,"mercredi","spirit",40
112900,"vendredi","vin",990
112900,"dimanche","cocktail",240
112900,"jeudi","vin",630
112902,"mardi","spirit",40
112902,"lundi","vin",600
112902,"mercredi","vin",525
112902,"mardi","vin",600
112902,"dimanche","vin",600
112902,"jeudi","vin",750
112902,"samedi","vin",1050
112902,"vendredi","vin",600
112904,"dimanche","cocktail",200
112904,"samedi","vin",300
112904,"dimanche","vin",100
112904,"samedi","spirit",24
112923,"samedi","spirit",50
112923,"mardi","vin",360
112923,"samedi","vin",240
112936,"samedi","vin",300
112936,"dimanche","vin",100
112936,"vendredi","vin",100
112937,"lundi","vin",240
112937,"lundi","cocktail",120
112937,"jeudi","vin",500
112937,"mercredi","vin",400
112937,"samedi","cocktail",400
112937,"mardi","cocktail",200
112937,"mardi","vin",360
112937,"samedi","vin",300
112944,"jeudi","biere",500
112944,"mercredi","vin",360
112944,"vendredi","vin",480
112944,"jeudi","vin",300
112944,"mardi","vin",480
112944,"samedi","vin",1160
112944,"lundi","vin",300
112944,"vendredi","spirit",15
112944,"dimanche","vin",300
112944,"mercredi","spirit",20
112946,"jeudi","biere",330
112946,"lundi","biere",330
112948,"samedi","vin",200
112958,"dimanche","vin",36
112969,"jeudi","vin",500
112969,"lundi","vin",300
112969,"samedi","vin",1200
112969,"vendredi","spirit",200
112969,"samedi","spirit",200
112969,"mardi","vin",300
112969,"mercredi","spirit",60
112969,"vendredi","vin",300
112972,"samedi","vin",200
112972,"samedi","spirit",120
112972,"vendredi","spirit",80
112972,"mardi","vin",150
112972,"jeudi","vin",300
112976,"mardi","vin",240
112976,"samedi","cocktail",600
112976,"mercredi","vin",780
112976,"jeudi","cocktail",240
112976,"mercredi","cocktail",360
112976,"mardi","cocktail",240
112976,"jeudi","vin",240
112976,"vendredi","vin",480
112976,"samedi","vin",480
112976,"dimanche","biere",250
112976,"dimanche","cocktail",360
112976,"lundi","vin",360
112976,"dimanche","vin",360
112982,"jeudi","vin",300
112982,"jeudi","cocktail",250
112982,"dimanche","vin",450
112982,"samedi","vin",450
112982,"lundi","cocktail",300
112982,"vendredi","vin",450
112982,"dimanche","biere",250
112982,"vendredi","cocktail",250
112982,"lundi","biere",250
112982,"lundi","vin",450
112995,"mardi","vin",60
113005,"dimanche","vin",120
113005,"mardi","vin",300
113007,"mardi","spirit",40
113007,"mardi","vin",500
113007,"vendredi","vin",600
113007,"samedi","cocktail",100
113007,"lundi","vin",450
113007,"samedi","vin",300
113007,"mercredi","vin",300
113007,"dimanche","vin",300
113007,"jeudi","vin",600
113007,"dimanche","spirit",40
113008,"lundi","vin",240
113008,"samedi","vin",510
113008,"dimanche","vin",680
113008,"mardi","cidre",400
113008,"samedi","spirit",40
113008,"vendredi","spirit",40
113009,"dimanche","biere",125
113009,"vendredi","vin",300
113009,"mercredi","spirit",50
113009,"lundi","biere",250
113011,"lundi","vin",4
113011,"vendredi","vin",25
113011,"samedi","vin",150
113014,"dimanche","vin",300
113020,"vendredi","cocktail",120
113032,"mercredi","vin",150
113036,"lundi","vin",360
113036,"mardi","vin",360
113036,"mercredi","biere",500
113036,"dimanche","vin",360
113036,"mercredi","vin",360
113036,"jeudi","cocktail",120
113036,"mardi","biere",250
113036,"dimanche","cocktail",60
113036,"lundi","cocktail",60
113036,"samedi","vin",480
113036,"mardi","cocktail",60
113036,"jeudi","vin",360
113036,"dimanche","biere",250
113036,"samedi","cocktail",120
113036,"vendredi","biere",250
113036,"jeudi","biere",250
113036,"vendredi","cocktail",120
113036,"lundi","biere",250
113036,"samedi","biere",250
113036,"mercredi","cocktail",120
113036,"vendredi","vin",240
113040,"mercredi","cocktail",40
113041,"vendredi","vin",120
113067,"dimanche","spirit",80
113067,"mercredi","spirit",40
113067,"jeudi","biere",250
113067,"jeudi","spirit",40
113067,"samedi","vin",360
113067,"mardi","cocktail",120
113067,"samedi","biere",250
113067,"samedi","spirit",120
113067,"jeudi","vin",240
113067,"vendredi","biere",250
113067,"vendredi","vin",240
113072,"lundi","vin",100
113072,"vendredi","vin",100
113072,"mardi","vin",200
113072,"mercredi","vin",100
113072,"dimanche","vin",100
113072,"samedi","vin",200
113073,"samedi","vin",150
113073,"jeudi","vin",75
113073,"samedi","biere",250
113073,"mardi","vin",120
113095,"vendredi","vin",450
113095,"samedi","vin",240
113095,"dimanche","vin",300
113095,"lundi","vin",100
113098,"samedi","vin",200
113098,"mardi","vin",200
113098,"mercredi","biere",250
113098,"vendredi","biere",250
113109,"lundi","biere",500
113109,"mercredi","biere",500
113109,"dimanche","biere",500
113109,"samedi","biere",500
113111,"vendredi","cocktail",120
113133,"vendredi","vin",200
113133,"dimanche","vin",100
113145,"vendredi","vin",120
113147,"lundi","vin",300
113152,"mardi","biere",250
113153,"samedi","cocktail",100
113153,"samedi","vin",100
113154,"samedi","vin",100
113166,"dimanche","cidre",100
113171,"samedi","vin",450
113171,"lundi","cidre",300
113171,"jeudi","vin",150
113171,"vendredi","vin",300
113171,"mardi","vin",150
113171,"mercredi","vin",75
113182,"vendredi","cocktail",120
113182,"vendredi","vin",120
113185,"mercredi","biere",330
113185,"vendredi","vin",150
113185,"dimanche","biere",580
113185,"mercredi","vin",300
113185,"samedi","biere",580
113186,"jeudi","vin",100
113186,"samedi","vin",240
113186,"vendredi","cocktail",100
113186,"mardi","vin",200
113186,"vendredi","vin",200
113186,"mercredi","vin",200
113186,"lundi","vin",200
113186,"mardi","spirit",40
113186,"dimanche","spirit",50
113186,"samedi","spirit",200
113186,"dimanche","vin",200
113188,"mercredi","vin",100
113188,"mardi","vin",120
113188,"lundi","cocktail",240
113188,"vendredi","vin",360
113188,"vendredi","cocktail",100
113188,"samedi","biere",200
113188,"jeudi","vin",300
113188,"dimanche","vin",572
113188,"lundi","vin",152
113188,"samedi","vin",120
113190,"vendredi","spirit",12
113190,"samedi","vin",225
113190,"vendredi","vin",100
113193,"vendredi","vin",120
113193,"mercredi","vin",120
113198,"mardi","vin",120
113198,"mercredi","vin",100
113198,"lundi","vin",100
113205,"samedi","vin",450
113205,"mercredi","vin",150
113205,"dimanche","vin",150
113205,"samedi","spirit",65
113205,"jeudi","vin",150
113208,"mercredi","vin",360
113208,"lundi","vin",400
113210,"mardi","vin",120
113210,"vendredi","cidre",250
113210,"jeudi","vin",100
113213,"dimanche","cocktail",120
113213,"samedi","cocktail",120
113216,"jeudi","vin",150
113216,"mercredi","spirit",20
113216,"mercredi","vin",150
113216,"dimanche","cocktail",150
113221,"samedi","vin",600
113221,"vendredi","vin",460
113221,"vendredi","spirit",40
113221,"vendredi","cocktail",40
113221,"lundi","vin",100
113221,"dimanche","vin",60
113221,"mardi","vin",300
113226,"mercredi","spirit",45
113226,"mercredi","vin",150
113226,"mercredi","cidre",100
113226,"lundi","biere",250
113231,"dimanche","vin",600
113231,"jeudi","vin",200
113231,"mercredi","vin",150
113231,"lundi","vin",200
113231,"mardi","vin",200
113231,"vendredi","vin",100
113231,"samedi","vin",100
113241,"mardi","cocktail",100
113241,"dimanche","vin",100
113241,"lundi","vin",100
113243,"lundi","vin",120
113251,"lundi","cidre",120
113251,"vendredi","vin",300
113251,"samedi","vin",375
113251,"lundi","vin",200
113253,"lundi","vin",200
113253,"mardi","vin",200
113253,"samedi","vin",300
113253,"vendredi","vin",200
113253,"dimanche","vin",200
113253,"jeudi","vin",300
113253,"mercredi","vin",200
113256,"samedi","cocktail",120
113256,"dimanche","cocktail",120
113256,"mercredi","vin",50
113256,"dimanche","vin",300
113258,"samedi","biere",750
113258,"samedi","vin",1380
113258,"samedi","spirit",120
113258,"vendredi","vin",360
113263,"vendredi","spirit",50
113263,"jeudi","spirit",50
113264,"dimanche","vin",100
113264,"vendredi","vin",120
113264,"mardi","vin",100
113264,"mercredi","vin",200
113264,"lundi","vin",100
113264,"samedi","vin",60
113266,"mercredi","vin",800
113266,"vendredi","vin",400
113266,"lundi","vin",400
113266,"mardi","vin",800
113266,"mercredi","spirit",40
113266,"dimanche","vin",400
113266,"lundi","spirit",40
113266,"samedi","vin",600
113266,"jeudi","vin",400
113266,"samedi","spirit",40
113277,"dimanche","spirit",50
113277,"dimanche","vin",400
113280,"vendredi","cocktail",40
113280,"mercredi","spirit",25
113280,"samedi","cocktail",100
113282,"jeudi","vin",150
113282,"mardi","cocktail",100
113282,"dimanche","vin",150
113282,"mardi","vin",300
113296,"mercredi","vin",100
113296,"samedi","spirit",120
113296,"samedi","vin",300
113297,"dimanche","vin",360
113297,"mardi","vin",180
113297,"dimanche","biere",330
113297,"lundi","vin",240
113297,"samedi","vin",240
113297,"vendredi","vin",240
113297,"dimanche","spirit",150
113297,"jeudi","vin",240
113297,"mercredi","vin",240
113299,"jeudi","spirit",40
113301,"samedi","vin",100
113315,"mardi","cidre",375
113315,"jeudi","biere",500
113315,"samedi","biere",500
113320,"dimanche","vin",100
113320,"mardi","vin",100
113320,"samedi","vin",120
113333,"dimanche","spirit",80
113333,"vendredi","spirit",80
113346,"mardi","vin",150
113346,"dimanche","biere",250
113346,"samedi","vin",150
113346,"samedi","biere",250
113346,"jeudi","vin",300
113346,"vendredi","vin",100
113350,"jeudi","spirit",200
113351,"samedi","spirit",40
113358,"mercredi","biere",500
113358,"samedi","spirit",40
113358,"vendredi","biere",750
113358,"samedi","vin",360
113358,"jeudi","vin",150
113359,"vendredi","spirit",40
113359,"vendredi","vin",200
113359,"jeudi","spirit",90
113359,"dimanche","vin",200
113359,"samedi","vin",100
113359,"jeudi","vin",250
113359,"mercredi","vin",200
113359,"mardi","vin",200
113359,"lundi","vin",200
113359,"mardi","cocktail",120
113363,"jeudi","vin",60
113367,"mardi","vin",250
113370,"lundi","vin",120
113370,"samedi","vin",240
113370,"dimanche","vin",360
113370,"mercredi","vin",300
113370,"mardi","vin",180
113370,"vendredi","vin",240
113370,"jeudi","vin",300
113370,"dimanche","cocktail",120
113372,"jeudi","vin",240
113372,"vendredi","vin",360
113372,"mercredi","vin",240
113372,"samedi","vin",360
113372,"lundi","vin",240
113372,"samedi","biere",250
113372,"mardi","vin",120
113372,"dimanche","vin",240
113384,"lundi","vin",50
113384,"samedi","vin",50
113393,"lundi","vin",100
113393,"lundi","spirit",50
113393,"samedi","vin",120
113393,"dimanche","vin",120
113400,"dimanche","vin",200
113404,"dimanche","vin",250
113404,"samedi","vin",500
113404,"samedi","spirit",15
113411,"dimanche","vin",100
113411,"mercredi","vin",100
113411,"lundi","vin",75
113411,"jeudi","vin",100
113418,"lundi","vin",100
113418,"jeudi","vin",100
113418,"mardi","vin",200
113418,"mercredi","vin",200
113418,"jeudi","cocktail",100
113418,"vendredi","vin",300
113418,"dimanche","vin",200
113431,"samedi","vin",100
113432,"samedi","vin",480
113432,"samedi","spirit",80
113432,"mardi","biere",250
113432,"jeudi","spirit",40
113432,"vendredi","vin",180
113432,"vendredi","spirit",40
113445,"samedi","vin",100
113452,"dimanche","vin",200
113452,"vendredi","cocktail",100
113452,"mardi","cocktail",100
113452,"samedi","spirit",50
113461,"mardi","biere",250
113461,"vendredi","biere",1500
113461,"dimanche","biere",500
113481,"lundi","vin",60
113481,"jeudi","vin",60
113481,"mardi","vin",60
113481,"samedi","cocktail",150
113481,"dimanche","vin",200
113481,"samedi","vin",200
113481,"vendredi","vin",30
113481,"mercredi","vin",30
113485,"samedi","vin",200
113485,"dimanche","vin",300
113485,"jeudi","cocktail",250
113492,"jeudi","vin",200
113492,"mercredi","vin",300
113494,"jeudi","vin",250
113494,"dimanche","biere",500
113494,"samedi","cocktail",240
113494,"mercredi","biere",250
113494,"mardi","biere",500
113494,"samedi","vin",450
113494,"samedi","biere",660
113494,"lundi","vin",450
113495,"samedi","vin",300
113495,"dimanche","cocktail",120
113495,"samedi","cocktail",300
113495,"dimanche","vin",150
113498,"vendredi","vin",400
113498,"jeudi","cocktail",150
113498,"mercredi","vin",300
113498,"mardi","vin",300
113498,"dimanche","spirit",40
113499,"jeudi","vin",200
113499,"dimanche","vin",200
113499,"mercredi","vin",100
113499,"vendredi","vin",200
113499,"vendredi","cidre",180
113499,"samedi","vin",100
113511,"lundi","vin",180
113511,"mercredi","vin",120
113511,"dimanche","vin",375
113511,"jeudi","vin",180
113511,"vendredi","vin",300
113511,"samedi","vin",604
113511,"mardi","vin",180
113512,"vendredi","vin",1000
113512,"dimanche","vin",600
113512,"mardi","cocktail",240
113512,"jeudi","biere",250
113512,"samedi","vin",800
113512,"samedi","cocktail",240
113512,"mercredi","cocktail",240
113512,"mercredi","vin",600
113512,"jeudi","vin",1200
113512,"lundi","vin",1000
113512,"lundi","cocktail",120
113512,"vendredi","biere",300
113512,"dimanche","cocktail",480
113512,"mardi","vin",600
113517,"dimanche","spirit",50
113517,"lundi","vin",300
113517,"dimanche","vin",300
113517,"jeudi","spirit",50
113517,"samedi","spirit",50
113517,"jeudi","vin",300
113517,"samedi","vin",300
113517,"vendredi","vin",300
113517,"mardi","vin",300
113517,"mercredi","vin",240
113518,"vendredi","vin",240
113518,"dimanche","vin",180
113518,"lundi","vin",120
113518,"samedi","vin",120
113518,"dimanche","spirit",25
113522,"dimanche","cocktail",240
113523,"vendredi","vin",120
113523,"mercredi","vin",60
113523,"lundi","vin",60
113523,"samedi","vin",120
113523,"dimanche","vin",120
113523,"mardi","vin",60
113523,"jeudi","vin",120
113528,"samedi","spirit",200
113528,"samedi","vin",200
113531,"vendredi","spirit",80
113531,"dimanche","spirit",50
113532,"vendredi","cocktail",150
113532,"samedi","vin",600
113532,"samedi","cocktail",600
113532,"samedi","spirit",40
113532,"jeudi","vin",300
113532,"dimanche","vin",300
113532,"mercredi","vin",750
113532,"vendredi","biere",330
113533,"lundi","biere",250
113533,"jeudi","vin",270
113533,"mercredi","vin",240
113533,"vendredi","vin",300
113533,"mardi","biere",250
113533,"jeudi","biere",250
113533,"dimanche","biere",500
113533,"mardi","vin",200
113533,"samedi","vin",200
113534,"jeudi","vin",240
113534,"vendredi","vin",320
113534,"dimanche","vin",480
113534,"lundi","vin",360
113534,"mercredi","vin",100
113534,"mardi","vin",100
113534,"lundi","biere",250
113534,"samedi","vin",480
113537,"dimanche","vin",300
113537,"samedi","vin",120
113537,"jeudi","vin",120
113537,"mardi","vin",120
113537,"lundi","vin",120
113537,"vendredi","vin",120
113537,"mercredi","vin",180
113537,"dimanche","biere",250
113539,"samedi","vin",150
113539,"samedi","cidre",150
113543,"dimanche","vin",950
113543,"vendredi","spirit",40
113543,"mercredi","vin",150
113543,"samedi","vin",500
113543,"mardi","spirit",40
113543,"lundi","vin",300
113543,"dimanche","spirit",40
113543,"mardi","vin",300
113562,"dimanche","cocktail",100
113562,"samedi","cocktail",100
113562,"samedi","spirit",40
113566,"jeudi","biere",330
113566,"dimanche","spirit",80
113566,"dimanche","biere",660
113566,"dimanche","vin",450
113566,"vendredi","biere",660
113566,"vendredi","vin",900
113581,"dimanche","cocktail",600
113611,"mercredi","biere",250
113611,"lundi","cocktail",120
113611,"mercredi","vin",300
113611,"dimanche","vin",450
113611,"jeudi","vin",300
113611,"jeudi","cocktail",240
113619,"lundi","biere",1320
113619,"samedi","biere",990
113619,"jeudi","biere",1320
113624,"dimanche","spirit",50
113624,"mardi","spirit",50
113626,"samedi","vin",300
113626,"dimanche","vin",300
113628,"dimanche","vin",400
113628,"lundi","vin",250
113628,"samedi","vin",650
113628,"dimanche","cocktail",100
113628,"mercredi","vin",400
113628,"dimanche","spirit",30
113628,"vendredi","vin",550
113628,"mardi","vin",150
113628,"lundi","spirit",40
113628,"mardi","cocktail",330
113639,"samedi","cocktail",50
113639,"dimanche","spirit",40
113639,"jeudi","cocktail",120
113654,"jeudi","vin",120
113654,"jeudi","spirit",40
113654,"dimanche","vin",500
113654,"samedi","vin",340
113656,"samedi","spirit",400
113656,"mardi","biere",500
113656,"vendredi","vin",800
113656,"vendredi","spirit",120
113669,"dimanche","vin",120
113678,"lundi","vin",150
113678,"samedi","vin",100
113691,"jeudi","biere",250
113691,"lundi","vin",400
113691,"samedi","vin",450
113691,"mardi","vin",200
113691,"dimanche","vin",400
113691,"mercredi","vin",300
113691,"vendredi","vin",400
113691,"mercredi","biere",250
113691,"jeudi","vin",400
113697,"samedi","spirit",50
113697,"samedi","vin",150
113702,"samedi","vin",300
113702,"samedi","cocktail",120
113702,"mardi","vin",150
113702,"lundi","vin",100
113702,"dimanche","vin",300
113708,"mercredi","vin",240
113708,"lundi","vin",240
113708,"dimanche","vin",480
113708,"samedi","vin",480
113708,"vendredi","vin",240
113708,"samedi","spirit",50
113708,"vendredi","spirit",40
113708,"mardi","vin",360
113708,"jeudi","vin",240
113718,"lundi","vin",250
113718,"mercredi","vin",220
113718,"vendredi","vin",340
113718,"mardi","spirit",50
113718,"mardi","vin",250
113718,"vendredi","spirit",50
113718,"samedi","vin",320
113718,"dimanche","vin",100
113718,"jeudi","vin",100
113720,"jeudi","vin",360
113720,"vendredi","vin",120
113720,"samedi","vin",200
113720,"mercredi","spirit",40
113720,"samedi","cocktail",120
113720,"mercredi","vin",480
113720,"mardi","vin",200
113720,"lundi","vin",120
113720,"dimanche","vin",240
113720,"mercredi","cocktail",240
113720,"mardi","cocktail",240
113727,"mardi","cidre",500
113727,"dimanche","cidre",250
113733,"mardi","vin",200
113733,"vendredi","vin",200
113733,"samedi","spirit",120
113742,"samedi","vin",300
113742,"lundi","vin",100
113742,"dimanche","vin",150
113754,"jeudi","vin",300
113754,"dimanche","vin",200
113758,"vendredi","spirit",40
113758,"vendredi","biere",120
113758,"dimanche","biere",250
113758,"samedi","spirit",50
113758,"lundi","biere",150
113758,"samedi","vin",1000
113775,"samedi","vin",240
113775,"lundi","vin",240
113775,"mercredi","vin",240
113775,"dimanche","vin",220
113775,"vendredi","vin",240
113775,"dimanche","cocktail",600
113775,"mardi","vin",240
113775,"jeudi","vin",240
113794,"samedi","vin",150
113794,"jeudi","cocktail",100
113794,"vendredi","cocktail",100
113794,"samedi","cocktail",100
113820,"samedi","vin",150
113820,"dimanche","vin",400
113820,"vendredi","vin",150
113820,"jeudi","vin",100
113820,"jeudi","biere",250
113820,"mercredi","biere",250
113820,"vendredi","biere",250
113820,"lundi","biere",250
113820,"mercredi","vin",150
113820,"lundi","vin",150
113820,"samedi","spirit",250
113820,"mardi","vin",150
114620,"lundi","vin",240
114620,"samedi","vin",240
114620,"mercredi","vin",240
114620,"mardi","vin",240
114620,"dimanche","vin",120
114620,"vendredi","vin",240
114620,"jeudi","vin",240
114638,"lundi","vin",200
114638,"vendredi","vin",100
114638,"dimanche","vin",200
114638,"samedi","vin",200
114638,"mercredi","vin",150
114638,"mardi","vin",75
114648,"samedi","vin",120
114648,"mardi","vin",240
114648,"vendredi","vin",240
114648,"dimanche","vin",240
114648,"lundi","vin",240
114648,"jeudi","vin",245
114650,"samedi","spirit",50
114660,"jeudi","vin",360
114660,"mercredi","vin",360
114660,"lundi","vin",360
114660,"mardi","vin",360
114660,"dimanche","vin",240
114660,"vendredi","vin",360
114660,"samedi","vin",240
114663,"dimanche","vin",100
114675,"dimanche","vin",30
114675,"mardi","vin",30
114675,"jeudi","vin",30
114675,"lundi","vin",30
114675,"vendredi","vin",30
114689,"mercredi","vin",120
114689,"dimanche","vin",200
114689,"jeudi","vin",100
114689,"samedi","cocktail",480
114689,"samedi","vin",400
114706,"jeudi","vin",240
114706,"dimanche","vin",150
114706,"lundi","vin",200
114706,"vendredi","vin",120
114707,"dimanche","cocktail",100
114709,"mardi","vin",48
114709,"jeudi","cidre",100
114709,"lundi","vin",48
114709,"dimanche","vin",48
114709,"vendredi","vin",124
114709,"mercredi","vin",124
114709,"samedi","vin",48
114709,"jeudi","spirit",40
114709,"samedi","spirit",50
114709,"jeudi","vin",48
114709,"mercredi","spirit",40
114720,"mercredi","vin",100
114720,"mercredi","spirit",50
114720,"lundi","spirit",50
114720,"dimanche","spirit",50
114720,"jeudi","vin",100
114720,"mardi","spirit",50
114720,"lundi","vin",100
114720,"vendredi","spirit",50
114720,"dimanche","vin",50
114720,"vendredi","vin",100
114720,"samedi","spirit",50
114720,"mardi","vin",100
114720,"jeudi","spirit",50
114721,"mardi","vin",175
114730,"mardi","vin",220
114730,"samedi","vin",340
114730,"mercredi","vin",120
114730,"dimanche","spirit",50
114730,"lundi","vin",120
114730,"vendredi","vin",180
114730,"jeudi","vin",180
114730,"dimanche","vin",60
114735,"dimanche","vin",120
114735,"jeudi","vin",120
114735,"samedi","vin",120
114735,"vendredi","vin",60
114735,"mercredi","vin",120
114735,"lundi","vin",120
114735,"mardi","vin",120
114743,"lundi","vin",540
114743,"samedi","vin",480
114743,"samedi","spirit",360
114743,"dimanche","vin",600
114743,"mardi","vin",600
114743,"vendredi","vin",600
114743,"mercredi","cocktail",100
114743,"mercredi","vin",600
114743,"jeudi","vin",240
114755,"mardi","vin",200
114755,"jeudi","vin",120
114755,"vendredi","cocktail",120
114755,"lundi","vin",200
114755,"vendredi","vin",320
114755,"samedi","vin",200
114755,"dimanche","vin",200
114757,"dimanche","vin",300
114757,"vendredi","biere",150
114757,"samedi","vin",450
114757,"lundi","vin",300
114757,"lundi","cocktail",240
114761,"dimanche","vin",250
114761,"lundi","vin",150
114761,"samedi","vin",200
114761,"vendredi","vin",270
114772,"vendredi","spirit",80
114772,"samedi","vin",150
114772,"mercredi","biere",1250
114772,"mardi","biere",1000
114772,"vendredi","vin",300
114772,"dimanche","biere",500
114772,"samedi","spirit",200
114772,"vendredi","biere",500
114773,"dimanche","vin",60
114773,"mardi","vin",60
114775,"samedi","cocktail",150
114775,"lundi","cocktail",150
114775,"dimanche","vin",200
114775,"dimanche","spirit",50
114782,"dimanche","vin",300
114782,"samedi","vin",300
114782,"jeudi","vin",220
114782,"dimanche","cocktail",150
114782,"mardi","vin",250
114782,"vendredi","vin",300
114782,"lundi","vin",150
114787,"mardi","vin",200
114787,"samedi","vin",100
114787,"dimanche","spirit",1
114787,"samedi","spirit",40
114787,"dimanche","vin",275
114816,"samedi","spirit",50
114818,"dimanche","vin",100
114818,"mardi","vin",100
114818,"samedi","vin",150
114818,"mercredi","vin",150
114818,"lundi","vin",100
114818,"vendredi","vin",100
114818,"jeudi","vin",100
114833,"lundi","vin",150
114833,"dimanche","cocktail",150
114833,"samedi","vin",150
114833,"dimanche","spirit",40
114833,"lundi","spirit",40
114833,"lundi","cocktail",200
114833,"samedi","spirit",80
114845,"lundi","vin",245
114845,"jeudi","vin",370
114845,"mardi","vin",250
114845,"dimanche","vin",200
114845,"vendredi","vin",250
114845,"samedi","vin",250
114845,"mercredi","vin",250
114850,"mardi","biere",250
114850,"vendredi","spirit",100
114850,"mercredi","spirit",50
114850,"mercredi","vin",60
114850,"samedi","vin",200
114850,"samedi","biere",250
114861,"vendredi","biere",330
114861,"lundi","vin",120
114861,"jeudi","biere",330
114861,"samedi","vin",120
114861,"mardi","vin",120
114861,"mercredi","vin",120
114861,"vendredi","vin",120
114861,"lundi","spirit",50
114861,"jeudi","vin",120
114861,"dimanche","vin",120
114864,"dimanche","vin",150
114864,"dimanche","spirit",100
114865,"samedi","vin",100
114865,"vendredi","vin",100
114880,"lundi","vin",60
114880,"vendredi","vin",60
114880,"jeudi","vin",50
114880,"dimanche","vin",200
114880,"samedi","vin",60
114880,"mercredi","vin",50
114880,"mardi","vin",50
114924,"samedi","vin",200
114924,"dimanche","vin",400
114924,"jeudi","vin",200
114924,"mercredi","vin",160
114924,"mardi","vin",100
114924,"lundi","vin",100
114924,"vendredi","vin",200
114944,"vendredi","vin",180
114944,"samedi","vin",450
114944,"vendredi","spirit",40
114949,"mardi","vin",300
114949,"lundi","vin",240
114949,"jeudi","vin",240
114949,"jeudi","biere",750
114949,"dimanche","vin",600
114949,"dimanche","biere",250
114949,"vendredi","cocktail",240
114949,"mercredi","vin",480
114949,"lundi","cocktail",240
114949,"vendredi","biere",1250
114949,"samedi","biere",750
114949,"vendredi","vin",240
114949,"jeudi","cocktail",240
114949,"samedi","vin",240
114949,"mardi","biere",1750
114949,"mercredi","biere",1750
114950,"jeudi","vin",300
114950,"lundi","vin",600
114950,"dimanche","vin",240
114950,"mercredi","vin",300
114950,"vendredi","vin",300
114950,"mardi","vin",300
114950,"samedi","vin",300
114956,"dimanche","vin",500
114956,"jeudi","spirit",40
114956,"mercredi","cocktail",120
114956,"vendredi","vin",600
114956,"mardi","cocktail",120
114956,"jeudi","vin",150
114956,"mercredi","vin",200
114956,"dimanche","spirit",40
114956,"lundi","vin",300
114956,"vendredi","cocktail",120
114956,"mardi","spirit",20
114956,"samedi","spirit",40
114956,"mardi","vin",450
114956,"samedi","vin",50
114958,"vendredi","vin",240
114958,"mercredi","vin",240
114958,"samedi","vin",360
114958,"dimanche","cocktail",100
114958,"dimanche","vin",120
114958,"mardi","vin",240
114958,"jeudi","vin",120
114958,"lundi","vin",240
114959,"samedi","cocktail",100
114964,"dimanche","biere",330
114964,"samedi","cocktail",240
114964,"dimanche","vin",200
114964,"mardi","vin",200
114969,"dimanche","vin",200
114969,"mardi","vin",120
114969,"samedi","vin",120
114969,"dimanche","cocktail",250
114969,"lundi","vin",100
114974,"jeudi","vin",300
114974,"mercredi","vin",600
114974,"lundi","vin",600
114974,"vendredi","vin",600
114974,"samedi","vin",600
114974,"jeudi","cocktail",240
114974,"dimanche","vin",650
114974,"mardi","vin",600
114980,"mardi","cocktail",12
114980,"dimanche","vin",500
114980,"vendredi","vin",300
114980,"samedi","spirit",70
114980,"mercredi","vin",300
114980,"jeudi","vin",150
114980,"samedi","vin",300
114980,"jeudi","spirit",40
114989,"lundi","spirit",150
114989,"lundi","vin",120
114989,"mercredi","vin",60
114989,"dimanche","vin",60
115002,"dimanche","biere",500
115002,"samedi","biere",500
115002,"lundi","vin",150
115002,"lundi","biere",500
115002,"mardi","vin",60
115002,"samedi","spirit",40
115002,"mercredi","biere",250
115002,"mardi","spirit",40
115003,"mercredi","vin",800
115003,"samedi","vin",200
115003,"vendredi","vin",1000
115003,"lundi","vin",900
115003,"jeudi","vin",600
115003,"mardi","vin",500
115003,"dimanche","vin",900
115003,"samedi","spirit",40
115010,"lundi","vin",10
115010,"dimanche","vin",50
115016,"dimanche","vin",100
115019,"dimanche","spirit",40
115020,"dimanche","vin",450
115020,"jeudi","vin",450
115020,"dimanche","cocktail",200
115036,"dimanche","vin",250
115036,"mercredi","spirit",100
115037,"lundi","spirit",40
115037,"dimanche","biere",250
115037,"samedi","spirit",40
115048,"mercredi","vin",100
115048,"mardi","vin",100
115048,"vendredi","vin",120
115048,"dimanche","vin",250
115048,"jeudi","vin",100
115050,"mercredi","spirit",25
115050,"mercredi","vin",100
115056,"mercredi","vin",600
115056,"lundi","vin",360
115056,"dimanche","vin",360
115056,"mardi","vin",840
115056,"vendredi","vin",240
115056,"samedi","vin",240
115056,"jeudi","vin",240
115058,"dimanche","vin",40
115061,"samedi","cocktail",240
115061,"lundi","cocktail",240
115061,"dimanche","vin",300
115061,"samedi","vin",600
115061,"mercredi","cocktail",120
115061,"dimanche","spirit",100
115061,"lundi","vin",150
115061,"dimanche","cocktail",120
115066,"dimanche","vin",300
115066,"dimanche","spirit",40
115066,"mercredi","vin",200
115066,"jeudi","vin",150
115066,"lundi","vin",550
115066,"mardi","vin",400
115066,"vendredi","vin",350
115066,"mardi","spirit",80
115066,"samedi","vin",200
115070,"dimanche","cocktail",100
115071,"samedi","vin",450
115071,"dimanche","vin",150
115071,"vendredi","biere",250
115071,"jeudi","biere",500
115071,"mercredi","vin",300
115071,"jeudi","vin",300
115071,"vendredi","vin",300
115071,"lundi","vin",150
115071,"mercredi","biere",250
115074,"dimanche","spirit",80
