"nomen","nomjour","nomgr","qte_nette"
170090,"dimanche","vin",960
170090,"samedi","cocktail",240
170090,"jeudi","vin",360
170090,"samedi","biere",660
170090,"mercredi","vin",240
170090,"lundi","vin",240
170090,"lundi","cocktail",120
170090,"vendredi","vin",240
170090,"samedi","vin",600
170090,"dimanche","biere",330
170090,"mardi","vin",240
170090,"vendredi","cocktail",240
170108,"jeudi","vin",120
170108,"mercredi","biere",330
170108,"lundi","biere",250
170108,"mardi","biere",125
170108,"vendredi","vin",200
170114,"mardi","vin",100
170114,"dimanche","vin",100
170114,"jeudi","vin",100
170114,"samedi","vin",100
170114,"vendredi","vin",100
170145,"jeudi","vin",100
170145,"dimanche","vin",80
170145,"vendredi","vin",100
170145,"mercredi","vin",100
170145,"samedi","vin",250
170145,"mardi","vin",200
170145,"lundi","vin",100
170148,"samedi","vin",187.5
170148,"dimanche","vin",262.5
170148,"vendredi","vin",187.5
170148,"mardi","vin",150
170148,"lundi","vin",187.5
170148,"jeudi","vin",150
170148,"mercredi","vin",150
170151,"mercredi","vin",750
170151,"dimanche","vin",150
170153,"dimanche","cocktail",100
170153,"samedi","vin",200
170153,"dimanche","vin",100
170160,"dimanche","spirit",100
170161,"dimanche","cidre",240
170171,"vendredi","vin",100
170171,"mercredi","vin",30
170171,"mardi","vin",30
170171,"dimanche","vin",90
170171,"jeudi","vin",80
170171,"lundi","vin",120
170171,"samedi","vin",160
170201,"mercredi","vin",60
170201,"dimanche","vin",120
170201,"jeudi","vin",120
170201,"mardi","vin",60
170201,"mardi","biere",250
170201,"samedi","vin",60
170201,"vendredi","vin",60
170201,"lundi","vin",180
170201,"mercredi","biere",250
170201,"vendredi","biere",250
170201,"samedi","biere",250
170202,"mardi","vin",450
170202,"jeudi","vin",450
170202,"mercredi","vin",450
170202,"samedi","vin",450
170202,"lundi","vin",450
170202,"vendredi","vin",450
170202,"dimanche","vin",450
170203,"mercredi","vin",450
170203,"dimanche","cocktail",150
170203,"vendredi","vin",450
170203,"dimanche","vin",500
170203,"mardi","vin",450
170203,"jeudi","vin",400
170203,"samedi","biere",250
170203,"samedi","vin",450
170203,"lundi","vin",500
170203,"mardi","biere",250
170203,"jeudi","spirit",100
170210,"jeudi","cocktail",100
170210,"vendredi","cocktail",120
170210,"mercredi","vin",240
170210,"vendredi","vin",240
170210,"mercredi","cocktail",100
170210,"jeudi","vin",240
170221,"samedi","vin",200
170221,"jeudi","vin",200
170221,"mardi","vin",200
170221,"lundi","vin",200
170221,"mercredi","vin",200
170221,"dimanche","vin",200
170221,"vendredi","vin",200
170226,"dimanche","vin",60
170226,"lundi","vin",60
170226,"mardi","vin",60
170226,"vendredi","vin",120
170226,"samedi","vin",90
170226,"mercredi","vin",30
170226,"jeudi","vin",30
170227,"samedi","vin",350
170227,"dimanche","vin",75
170227,"lundi","vin",120
170227,"vendredi","spirit",50
170227,"jeudi","vin",150
170227,"mercredi","vin",150
170227,"mardi","vin",150
170227,"vendredi","vin",150
170238,"lundi","vin",300
170238,"dimanche","vin",150
170291,"lundi","vin",100
170291,"mercredi","biere",330
170291,"mardi","biere",330
170291,"dimanche","vin",100
170291,"jeudi","vin",100
170291,"samedi","vin",100
170291,"vendredi","biere",250
170292,"jeudi","vin",150
170292,"samedi","vin",240
170292,"dimanche","vin",150
170292,"mardi","vin",150
170294,"dimanche","vin",100
170294,"mercredi","vin",100
170294,"samedi","vin",100
170305,"samedi","vin",75
170305,"vendredi","vin",150
170305,"dimanche","spirit",50
170305,"jeudi","vin",300
170305,"dimanche","vin",120
170307,"samedi","vin",120
170307,"mardi","spirit",20
170328,"mercredi","vin",100
170328,"vendredi","vin",100
170331,"dimanche","spirit",40
170331,"jeudi","vin",50
170331,"dimanche","vin",100
170331,"lundi","spirit",40
170331,"lundi","vin",100
170334,"samedi","biere",250
170334,"dimanche","vin",200
170337,"dimanche","vin",150
170337,"mardi","vin",150
170337,"jeudi","vin",150
170337,"mercredi","vin",150
170337,"vendredi","vin",150
170337,"lundi","vin",150
170337,"samedi","vin",350
170343,"dimanche","cidre",300
170344,"lundi","cocktail",100
170344,"mercredi","vin",500
170344,"vendredi","vin",200
170344,"mardi","vin",400
170344,"vendredi","cocktail",100
170344,"dimanche","vin",200
170344,"jeudi","cocktail",200
170344,"dimanche","cocktail",100
170344,"samedi","vin",400
170344,"mercredi","cocktail",100
170344,"lundi","vin",200
170344,"jeudi","vin",400
170346,"lundi","cocktail",120
170346,"samedi","vin",360
170346,"jeudi","vin",120
170346,"lundi","vin",240
170346,"dimanche","vin",360
170346,"mercredi","vin",240
170346,"vendredi","vin",240
170346,"samedi","spirit",40
170346,"mardi","vin",240
170357,"mercredi","vin",150
170357,"samedi","vin",300
170357,"lundi","vin",270
170357,"dimanche","vin",800
170364,"samedi","spirit",50
170364,"samedi","vin",100
170373,"samedi","cocktail",100
170373,"dimanche","cocktail",120
170374,"samedi","vin",1050
170374,"samedi","cocktail",360
170374,"samedi","spirit",480
170374,"mardi","vin",450
170374,"vendredi","vin",900
170374,"vendredi","spirit",320
170380,"dimanche","vin",100
170382,"mardi","vin",50
170382,"jeudi","vin",50
170382,"vendredi","vin",50
170382,"dimanche","vin",50
170382,"samedi","vin",50
170382,"mercredi","vin",50
170382,"lundi","vin",100
170392,"mercredi","vin",100
170392,"dimanche","vin",150
170392,"mardi","vin",100
170392,"jeudi","vin",100
170392,"lundi","vin",150
170392,"vendredi","vin",100
170393,"samedi","vin",270
170393,"mercredi","vin",450
170393,"lundi","vin",150
170393,"vendredi","vin",300
170393,"mardi","vin",300
170393,"dimanche","vin",240
170393,"jeudi","vin",240
170401,"samedi","vin",200
170401,"lundi","vin",300
170401,"jeudi","vin",200
170401,"mardi","biere",250
170401,"vendredi","vin",150
170401,"dimanche","cocktail",120
170401,"samedi","spirit",45
170401,"mardi","vin",150
170401,"dimanche","spirit",12
170401,"mercredi","vin",150
170401,"dimanche","vin",560
170401,"mercredi","spirit",40
170403,"lundi","vin",120
170403,"mercredi","vin",185
170403,"samedi","vin",120
170403,"dimanche","vin",240
170403,"mardi","vin",120
170407,"vendredi","vin",240
170407,"lundi","vin",240
170407,"mardi","vin",240
170407,"dimanche","vin",240
170407,"samedi","vin",240
170407,"mercredi","vin",240
170407,"jeudi","vin",240
170430,"mercredi","vin",250
170436,"samedi","biere",330
170436,"lundi","biere",330
170436,"vendredi","biere",330
170436,"jeudi","biere",330
170436,"dimanche","vin",240
170436,"mardi","biere",330
170436,"mercredi","biere",330
170443,"dimanche","vin",350
170443,"vendredi","spirit",80
170443,"dimanche","spirit",40
170443,"jeudi","spirit",40
170443,"vendredi","vin",150
170443,"samedi","spirit",40
170453,"vendredi","biere",250
170453,"samedi","biere",250
170453,"jeudi","biere",500
170453,"lundi","biere",250
170453,"mardi","vin",600
170453,"mardi","biere",250
170453,"dimanche","vin",400
170453,"vendredi","vin",360
170453,"lundi","vin",400
170453,"jeudi","vin",600
170453,"mercredi","biere",250
170453,"dimanche","cocktail",120
170453,"samedi","vin",500
170453,"mercredi","vin",600
170467,"lundi","vin",300
170467,"jeudi","biere",250
170467,"mardi","vin",300
170467,"vendredi","cocktail",120
170467,"samedi","cocktail",370
170467,"vendredi","vin",300
170467,"mercredi","biere",250
170467,"jeudi","cocktail",490
170467,"mardi","cocktail",370
170467,"lundi","biere",250
170467,"mercredi","vin",400
170467,"samedi","vin",300
170467,"samedi","biere",250
170467,"dimanche","biere",250
170467,"dimanche","cocktail",240
170467,"mardi","biere",250
170467,"jeudi","vin",400
170467,"vendredi","biere",250
170467,"mercredi","cocktail",120
170467,"dimanche","vin",400
170484,"dimanche","vin",250
170493,"lundi","vin",190
170493,"samedi","vin",50
170493,"vendredi","vin",90
170493,"mardi","vin",40
170493,"mercredi","vin",30
170521,"vendredi","vin",60
170521,"jeudi","spirit",40
170521,"jeudi","vin",60
170521,"lundi","vin",120
170533,"mardi","spirit",50
170533,"mercredi","cocktail",120
170533,"mercredi","vin",120
170533,"dimanche","vin",300
170533,"mardi","vin",120
170533,"dimanche","spirit",50
170534,"jeudi","vin",720
170534,"dimanche","vin",720
170534,"lundi","vin",720
170534,"samedi","vin",720
170534,"mercredi","vin",240
170534,"mardi","vin",720
170534,"vendredi","vin",960
170545,"samedi","vin",100
170545,"vendredi","vin",100
170545,"jeudi","vin",100
170545,"dimanche","vin",200
170553,"samedi","vin",100
170553,"jeudi","vin",100
170553,"vendredi","vin",100
170553,"mardi","vin",100
170553,"dimanche","vin",100
170556,"mardi","spirit",40
170559,"mercredi","vin",240
170559,"lundi","vin",120
170559,"vendredi","vin",120
170559,"mardi","vin",120
170559,"samedi","vin",240
170559,"dimanche","vin",240
170559,"jeudi","vin",120
170562,"dimanche","vin",450
170562,"jeudi","vin",150
170562,"vendredi","vin",150
170562,"samedi","vin",600
170582,"dimanche","vin",300
170582,"mercredi","biere",660
170582,"mercredi","vin",300
170582,"samedi","vin",300
170582,"mercredi","cocktail",120
170582,"mercredi","spirit",30
170582,"dimanche","cidre",400
170582,"jeudi","vin",150
170582,"lundi","vin",300
170582,"samedi","spirit",40
170582,"mardi","vin",300
170582,"vendredi","vin",300
170584,"mercredi","cidre",75
170584,"jeudi","vin",75
170584,"mercredi","vin",75
170584,"mardi","vin",75
170584,"dimanche","vin",75
170584,"vendredi","vin",75
170584,"lundi","vin",75
170584,"samedi","vin",75
170597,"jeudi","vin",150
170597,"jeudi","spirit",200
170601,"dimanche","vin",200
170601,"lundi","vin",500
170601,"mardi","vin",200
170601,"samedi","vin",200
170601,"mercredi","vin",200
170601,"lundi","spirit",40
170601,"jeudi","vin",100
170601,"vendredi","vin",200
170607,"lundi","vin",30
170607,"vendredi","vin",30
170607,"jeudi","vin",60
170607,"mardi","vin",130
170607,"dimanche","vin",30
170607,"mercredi","vin",60
170607,"samedi","vin",30
170609,"mardi","vin",100
170609,"dimanche","vin",100
170609,"samedi","vin",100
170609,"mercredi","vin",100
170609,"lundi","vin",100
170609,"jeudi","vin",162
170609,"samedi","spirit",40
170609,"vendredi","vin",150
170624,"mercredi","vin",300
170624,"dimanche","vin",400
170624,"samedi","spirit",40
170624,"mardi","vin",400
170624,"lundi","vin",400
170624,"dimanche","spirit",40
170624,"jeudi","vin",400
170624,"samedi","vin",400
170624,"vendredi","vin",400
170626,"vendredi","vin",25
170626,"lundi","vin",100
170626,"dimanche","vin",200
170634,"samedi","vin",100
170634,"dimanche","vin",50
170634,"mardi","spirit",25
170661,"jeudi","vin",100
170663,"jeudi","vin",200
170663,"vendredi","vin",200
170663,"dimanche","vin",100
170663,"mardi","vin",100
170663,"mercredi","vin",200
170663,"samedi","vin",200
170674,"lundi","vin",150
170674,"dimanche","vin",450
170674,"mercredi","spirit",40
170683,"vendredi","vin",220
170683,"lundi","vin",120
170683,"mardi","vin",60
170684,"dimanche","vin",300
170684,"lundi","vin",150
170691,"mardi","vin",150
170691,"jeudi","vin",150
170691,"dimanche","cocktail",100
170691,"lundi","vin",150
170691,"vendredi","vin",150
170691,"samedi","vin",300
170691,"mercredi","cocktail",100
170691,"mercredi","vin",200
170691,"dimanche","vin",320
170695,"jeudi","vin",100
170710,"dimanche","vin",75
170710,"samedi","vin",150
170710,"lundi","vin",37.5
170720,"mercredi","vin",120
170720,"samedi","vin",120
170720,"jeudi","vin",120
170720,"vendredi","vin",120
170720,"mardi","vin",120
170720,"lundi","vin",120
170720,"dimanche","vin",360
170759,"dimanche","vin",30
170759,"mardi","vin",15
170759,"samedi","vin",50
170761,"jeudi","vin",120
170766,"samedi","vin",300
170769,"mercredi","vin",240
170769,"mardi","vin",400
170769,"samedi","vin",300
170769,"lundi","vin",200
170769,"vendredi","vin",440
170769,"dimanche","vin",200
170769,"samedi","spirit",40
170770,"lundi","vin",120
170770,"vendredi","vin",400
170770,"mercredi","vin",240
170770,"samedi","biere",250
170770,"mardi","vin",240
170770,"dimanche","vin",480
170777,"mardi","biere",250
170777,"lundi","vin",75
170777,"lundi","biere",250
170777,"samedi","vin",100
170777,"samedi","spirit",4
170777,"jeudi","vin",100
170777,"vendredi","vin",100
170777,"dimanche","vin",200
170779,"mardi","cocktail",100
170781,"samedi","biere",250
170781,"dimanche","biere",500
170781,"jeudi","biere",500
170781,"mardi","biere",500
170781,"vendredi","biere",500
170781,"mercredi","biere",250
170781,"lundi","biere",250
170789,"dimanche","vin",60
170799,"mercredi","vin",60
170799,"vendredi","vin",60
170799,"samedi","vin",400
170799,"samedi","cocktail",100
170799,"samedi","spirit",40
170801,"vendredi","spirit",45
170801,"dimanche","vin",240
170802,"jeudi","vin",300
170802,"jeudi","spirit",200
170806,"jeudi","vin",100
170806,"dimanche","vin",150
170806,"vendredi","vin",120
170815,"jeudi","vin",150
170815,"mercredi","vin",150
170815,"vendredi","cocktail",100
170815,"samedi","vin",700
170815,"dimanche","spirit",20
170815,"mercredi","spirit",100
170829,"jeudi","vin",50
170829,"vendredi","vin",90
170829,"dimanche","vin",100
170829,"mercredi","vin",50
170829,"samedi","vin",250
170829,"lundi","vin",50
170833,"vendredi","vin",150
170833,"samedi","vin",400
170839,"dimanche","vin",220
170839,"vendredi","vin",400
170839,"samedi","vin",300
170847,"samedi","cidre",250
170851,"dimanche","spirit",100
170851,"samedi","vin",225
170851,"dimanche","vin",240
170851,"mercredi","vin",150
170851,"mercredi","spirit",40
170879,"dimanche","vin",300
170879,"samedi","vin",150
170886,"samedi","vin",340
170896,"mercredi","vin",130
170896,"lundi","vin",240
170896,"samedi","vin",250
170896,"jeudi","vin",190
170896,"dimanche","vin",96
170896,"mardi","vin",130
170896,"vendredi","vin",60
170906,"samedi","cocktail",330
170907,"samedi","vin",800
170907,"vendredi","vin",400
170907,"dimanche","vin",400
170907,"mardi","vin",400
170907,"samedi","biere",250
170907,"lundi","vin",400
170907,"vendredi","cocktail",120
170907,"jeudi","biere",250
170907,"jeudi","vin",400
170907,"mercredi","vin",400
170907,"mercredi","biere",250
170919,"vendredi","biere",165
170919,"jeudi","biere",165
170945,"dimanche","biere",450
170945,"jeudi","vin",40
170945,"lundi","biere",120
170945,"dimanche","vin",32
170945,"vendredi","vin",20
170948,"vendredi","spirit",12
170948,"mardi","vin",400
170948,"samedi","biere",250
170948,"jeudi","vin",500
170948,"lundi","vin",450
170948,"vendredi","vin",700
170948,"dimanche","biere",580
170948,"mercredi","vin",500
170948,"dimanche","vin",400
170948,"samedi","vin",500
170948,"mercredi","biere",250
170956,"vendredi","vin",150
170956,"jeudi","spirit",30
170956,"samedi","vin",100
170961,"mardi","vin",100
170961,"samedi","vin",100
170961,"jeudi","vin",200
170961,"mercredi","vin",200
170961,"vendredi","vin",300
170961,"lundi","vin",100
170961,"samedi","cocktail",40
170961,"mardi","biere",250
170963,"dimanche","vin",500
170963,"samedi","spirit",50
170963,"jeudi","cocktail",100
170963,"jeudi","vin",300
170963,"vendredi","vin",300
170963,"vendredi","cocktail",100
170967,"samedi","vin",250
170967,"vendredi","spirit",80
170967,"mercredi","vin",270
170967,"mardi","vin",270
170967,"lundi","vin",300
170967,"jeudi","vin",270
170967,"vendredi","vin",270
170967,"dimanche","vin",300
170968,"dimanche","biere",250
170968,"samedi","vin",360
170968,"dimanche","vin",440
170968,"lundi","vin",120
170968,"jeudi","cocktail",200
170968,"dimanche","spirit",40
170969,"samedi","vin",400
170969,"vendredi","vin",300
170969,"mercredi","biere",250
170969,"mercredi","vin",300
170969,"lundi","cocktail",120
170969,"mardi","vin",200
170969,"lundi","biere",250
170969,"dimanche","vin",300
170969,"jeudi","vin",1050
170969,"dimanche","biere",580
170969,"lundi","vin",150
170969,"mercredi","cocktail",120
170969,"jeudi","spirit",50
170969,"vendredi","spirit",50
170969,"mardi","cocktail",120
170969,"samedi","spirit",50
170972,"vendredi","vin",200
170972,"mercredi","vin",240
170974,"lundi","cocktail",250
170979,"dimanche","cocktail",200
170979,"mercredi","vin",200
170979,"dimanche","vin",300
170979,"lundi","vin",100
170979,"vendredi","vin",200
170979,"jeudi","vin",300
170979,"samedi","vin",200
170979,"mardi","vin",100
170984,"mardi","cocktail",320
170984,"mercredi","spirit",40
170984,"mardi","vin",180
170984,"lundi","vin",120
170984,"dimanche","vin",120
170984,"mercredi","vin",180
170984,"jeudi","vin",180
170984,"vendredi","vin",240
170984,"samedi","vin",180
170986,"dimanche","vin",100
170994,"jeudi","spirit",24
170994,"vendredi","spirit",24
170994,"mardi","spirit",12.5
170994,"mercredi","spirit",48
170994,"samedi","spirit",12.5
170994,"dimanche","spirit",12.5
170997,"mardi","biere",250
170997,"dimanche","vin",450
170997,"jeudi","vin",150
170997,"lundi","vin",400
170997,"mercredi","vin",200
170997,"samedi","vin",250
170997,"vendredi","vin",200
170997,"mardi","vin",100
171007,"mercredi","biere",330
171007,"jeudi","biere",330
171008,"jeudi","vin",500
171008,"vendredi","vin",600
171008,"samedi","vin",600
171008,"dimanche","vin",600
171008,"lundi","vin",500
171008,"mardi","vin",500
171009,"dimanche","cocktail",300
171009,"jeudi","biere",200
171011,"dimanche","vin",450
171011,"dimanche","cocktail",220
171011,"jeudi","vin",300
171011,"mardi","cocktail",300
171011,"lundi","biere",250
171011,"samedi","biere",250
171011,"samedi","vin",450
171011,"vendredi","biere",250
171011,"vendredi","vin",100
171011,"lundi","vin",500
171011,"dimanche","biere",250
171011,"mardi","vin",500
171011,"jeudi","cocktail",240
